,cast,title,genre,target
89,임미영,마법여우 주비: 신비한 칠교 목걸이의 비밀,판타지/어드벤처,1
90,이현지,빼밀리,판타지/어드벤처,1
91,박정서,빼밀리,판타지/어드벤처,1
92,이온,빼밀리,판타지/어드벤처,1
93,이보윤,빼밀리,판타지/어드벤처,1
94,이예닮,빼밀리,판타지/어드벤처,1
95,조재은,빼밀리,판타지/어드벤처,1
96,손주아,빼밀리,판타지/어드벤처,1
97,조활,폭풍우 치는 밤에,드라마/감동,1
98,전여정,폭풍우 치는 밤에,드라마/감동,1
99,송다영,폭풍우 치는 밤에,드라마/감동,1
100,김유성,폭풍우 치는 밤에,드라마/감동,1
101,김동욱,폭풍우 치는 밤에,드라마/감동,1
102,임원,폭풍우 치는 밤에,드라마/감동,1
103,한현진,폭풍우 치는 밤에,드라마/감동,1
104,조성준,"제27회 광주소극장축제, 빨간기타",음악중심/주크박스,1
105,김백천,"제27회 광주소극장축제, 빨간기타",음악중심/주크박스,1
106,홍소예,"제27회 광주소극장축제, 빨간기타",음악중심/주크박스,1
107,박경민,"제27회 광주소극장축제, 빨간기타",음악중심/주크박스,1
108,유보영,"구리의 역사를 춤추다, HOME; 돌아올 곳",음악중심/주크박스,1
109,박성훈,"구리의 역사를 춤추다, HOME; 돌아올 곳",음악중심/주크박스,1
110,이건명,"구리의 역사를 춤추다, HOME; 돌아올 곳",음악중심/주크박스,1
111,이지훈,"구리의 역사를 춤추다, HOME; 돌아올 곳",음악중심/주크박스,1
112,장소연,"구리의 역사를 춤추다, HOME; 돌아올 곳",음악중심/주크박스,1
113,송은혜,"구리의 역사를 춤추다, HOME; 돌아올 곳",음악중심/주크박스,1
114,유명지,"구리의 역사를 춤추다, HOME; 돌아올 곳",음악중심/주크박스,1
115,김세용,더 쇼! 신라하다,음악중심/주크박스,1
116,김유권,더 쇼! 신라하다,음악중심/주크박스,1
117,남경주,더 쇼! 신라하다,음악중심/주크박스,1
118,오만석,더 쇼! 신라하다,음악중심/주크박스,1
119,강영종,더 쇼! 신라하다,음악중심/주크박스,1
120,임민지,더 쇼! 신라하다,음악중심/주크박스,1
121,이지현,더 쇼! 신라하다,음악중심/주크박스,1
122,이현주,"부산시립극단, 신데렐라: 너의 뜻대로 (단체)",판타지/어드벤처,1
123,황창기,"부산시립극단, 신데렐라: 너의 뜻대로 (단체)",판타지/어드벤처,1
124,김은희,"부산시립극단, 신데렐라: 너의 뜻대로 (단체)",판타지/어드벤처,1
125,오희경,"부산시립극단, 신데렐라: 너의 뜻대로 (단체)",판타지/어드벤처,1
126,채민수,"부산시립극단, 신데렐라: 너의 뜻대로 (단체)",판타지/어드벤처,1
127,이태성,"부산시립극단, 신데렐라: 너의 뜻대로 (단체)",판타지/어드벤처,1
128,박규한,"부산시립극단, 신데렐라: 너의 뜻대로 (단체)",판타지/어드벤처,1
129,이지웅,시카고의 아이들,"코미디/유머, 음악중심/주크박스",1
130,최기현,시카고의 아이들,"코미디/유머, 음악중심/주크박스",1
131,권영은,시카고의 아이들,"코미디/유머, 음악중심/주크박스",1
132,유하진,시카고의 아이들,"코미디/유머, 음악중심/주크박스",1
133,조수인,시카고의 아이들,"코미디/유머, 음악중심/주크박스",1
134,최예니,시카고의 아이들,"코미디/유머, 음악중심/주크박스",1
135,김혜원,시카고의 아이들,"코미디/유머, 음악중심/주크박스",1
136,김서별,썸데이,드라마/감동,1
137,김여진,썸데이,드라마/감동,1
138,표혜미,썸데이,드라마/감동,1
139,이하은,썸데이,드라마/감동,1
140,윤환호,썸데이,드라마/감동,1
141,윤진웅,썸데이,드라마/감동,1
142,정지환,썸데이,드라마/감동,1
143,홍사무엘,더닝: 빛의 시간,판타지/어드벤처,1
144,신주언,더닝: 빛의 시간,판타지/어드벤처,1
145,김경택,더닝: 빛의 시간,판타지/어드벤처,1
146,지명,더닝: 빛의 시간,판타지/어드벤처,1
147,남효경,더닝: 빛의 시간,판타지/어드벤처,1
148,김종구,사의찬미 2ND STAGE,드라마/감동,1
149,정동화,사의찬미 2ND STAGE,드라마/감동,1
150,주민진,사의찬미 2ND STAGE,드라마/감동,1
151,안유진,사의찬미 2ND STAGE,드라마/감동,1
152,최수진,사의찬미 2ND STAGE,드라마/감동,1
153,최연우,사의찬미 2ND STAGE,드라마/감동,1
154,최재웅,사의찬미 2ND STAGE,드라마/감동,1
155,조형균,하데스타운,판타지/어드벤처,1
156,박강현,하데스타운,판타지/어드벤처,1
157,김민석,하데스타운,판타지/어드벤처,1
158,최정원,하데스타운,판타지/어드벤처,1
159,최재림,하데스타운,판타지/어드벤처,1
160,강홍석,하데스타운,판타지/어드벤처,1
161,김선영,하데스타운,판타지/어드벤처,1
162,김태경,오즈의 마법사,판타지/어드벤처,1
163,남윤성,오즈의 마법사,판타지/어드벤처,1
164,이창희,포르테피아니시모,음악중심/주크박스,1
165,이병현,포르테피아니시모,음악중심/주크박스,1
166,한서윤,포르테피아니시모,음악중심/주크박스,1
167,남가현,포르테피아니시모,음악중심/주크박스,1
168,김수민,포르테피아니시모,음악중심/주크박스,1
169,박소리,포르테피아니시모,음악중심/주크박스,1
170,김태현,포르테피아니시모,음악중심/주크박스,1
171,이준호,고불,드라마/감동,1
172,김보영,고불,드라마/감동,1
173,박정민,고불,드라마/감동,1
174,지윤진,고불,드라마/감동,1
175,정재종,고불,드라마/감동,1
176,송지민,고불,드라마/감동,1
177,천아란,고불,드라마/감동,1
178,조훈,브람스,음악중심/주크박스,1
179,김수용,브람스,음악중심/주크박스,1
180,박혜민,브람스,음악중심/주크박스,1
181,김담현,브람스,음악중심/주크박스,1
182,전혜주,방구석 뮤지컬,코미디/유머,1
183,이아진,방구석 뮤지컬,코미디/유머,1
184,박슬기,방구석 뮤지컬,코미디/유머,1
185,정가희,방구석 뮤지컬,코미디/유머,1
186,정다혜,방구석 뮤지컬,코미디/유머,1
187,한재아,방구석 뮤지컬,코미디/유머,1
188,이한별,방구석 뮤지컬,코미디/유머,1
189,박소영,앤 ANNE,드라마/감동,1
190,송나영,앤 ANNE,드라마/감동,1
191,이하린,앤 ANNE,드라마/감동,1
192,차준호,앤 ANNE,드라마/감동,1
193,신이나,앤 ANNE,드라마/감동,1
194,이예슬,앤 ANNE,드라마/감동,1
195,조혜령,앤 ANNE,드라마/감동,1
196,박다영,페이크북 (fakebook),코미디/유머,1
197,김태윤,페이크북 (fakebook),코미디/유머,1
198,임한나,페이크북 (fakebook),코미디/유머,1
199,장홍석,페이크북 (fakebook),코미디/유머,1
200,김채린,페이크북 (fakebook),코미디/유머,1
201,강대희,페이크북 (fakebook),코미디/유머,1
202,강한나,페이크북 (fakebook),코미디/유머,1
203,신고은,빨래,코미디/유머,1
204,강기헌,빨래,코미디/유머,1
205,조영임,빨래,코미디/유머,1
206,김은지,빨래,코미디/유머,1
207,김영환,빨래,코미디/유머,1
208,안두호,빨래,코미디/유머,1
209,이윤성,빨래,코미디/유머,1
210,최정원,시카고,"코미디/유머, 음악중심/주크박스",1
211,윤공주,시카고,"코미디/유머, 음악중심/주크박스",1
212,정선아,시카고,"코미디/유머, 음악중심/주크박스",1
213,민경아,시카고,"코미디/유머, 음악중심/주크박스",1
214,박건형,시카고,"코미디/유머, 음악중심/주크박스",1
215,최재림,시카고,"코미디/유머, 음악중심/주크박스",1
216,김영주,시카고,"코미디/유머, 음악중심/주크박스",1
217,김여진,썸데이,드라마/감동,1
218,서찬양,썸데이,드라마/감동,1
219,정지환,썸데이,드라마/감동,1
220,윤환호,썸데이,드라마/감동,1
221,이혜빈,썸데이,드라마/감동,1
222,박소진,썸데이,드라마/감동,1
223,강성락,썸데이,드라마/감동,1
224,문재웅,어른동생,코미디/유머,1
225,정혜인,어른동생,코미디/유머,1
226,박다은,어른동생,코미디/유머,1
227,남정우,어른동생,코미디/유머,1
228,김진우,어른동생,코미디/유머,1
229,이일진,어른동생,코미디/유머,1
230,백선주,어른동생,코미디/유머,1
231,박정윤,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
232,이아영,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
233,안정현,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
234,유현주,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
235,박희민,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
236,최현진,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
237,김혜경,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
238,박찬우,NEW 달을 품은 슈퍼맨,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 판타지/어드벤처",1
239,김기영,NEW 달을 품은 슈퍼맨,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 판타지/어드벤처",1
240,이시윤,NEW 달을 품은 슈퍼맨,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 판타지/어드벤처",1
241,이상혁,NEW 달을 품은 슈퍼맨,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 판타지/어드벤처",1
242,엄채윤,NEW 달을 품은 슈퍼맨,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 판타지/어드벤처",1
243,엄슬기,NEW 달을 품은 슈퍼맨,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 판타지/어드벤처",1
244,김경태,NEW 달을 품은 슈퍼맨,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 판타지/어드벤처",1
245,박정윤,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
246,이아영,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
247,안정현,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
248,유현주,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
249,박희민,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
250,최현진,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
251,김혜경,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
252,조남희,5! 해피맨,"코미디/유머, 음악중심/주크박스",1
253,민준호,5! 해피맨,"코미디/유머, 음악중심/주크박스",1
254,최오식,5! 해피맨,"코미디/유머, 음악중심/주크박스",1
255,윤성규,5! 해피맨,"코미디/유머, 음악중심/주크박스",1
256,유영민,5! 해피맨,"코미디/유머, 음악중심/주크박스",1
257,이대열,5! 해피맨,"코미디/유머, 음악중심/주크박스",1
258,김재한,5! 해피맨,"코미디/유머, 음악중심/주크박스",1
259,김동희,와일드 와일드: 애프터파티,음악중심/주크박스,1
260,강천일,와일드 와일드: 애프터파티,음악중심/주크박스,1
261,이희중,와일드 와일드: 애프터파티,음악중심/주크박스,1
262,이윤제,와일드 와일드: 애프터파티,음악중심/주크박스,1
263,박도경,와일드 와일드: 애프터파티,음악중심/주크박스,1
264,정한샘,와일드 와일드: 애프터파티,음악중심/주크박스,1
265,한진욱,와일드 와일드: 애프터파티,음악중심/주크박스,1
266,최은영,애니,음악중심/주크박스,1
267,곽보경,애니,음악중심/주크박스,1
268,남경주,애니,음악중심/주크박스,1
269,송일국,애니,음악중심/주크박스,1
270,신영숙,애니,음악중심/주크박스,1
271,김지선,애니,음악중심/주크박스,1
272,박소연,애니,음악중심/주크박스,1
273,황두현,드라이 플라워,"드라마/감동, 음악중심/주크박스",1
274,이동수,드라이 플라워,"드라마/감동, 음악중심/주크박스",1
275,류동휘,드라이 플라워,"드라마/감동, 음악중심/주크박스",1
276,조용휘,드라이 플라워,"드라마/감동, 음악중심/주크박스",1
277,이한솔,드라이 플라워,"드라마/감동, 음악중심/주크박스",1
278,최반석,드라이 플라워,"드라마/감동, 음악중심/주크박스",1
279,박주혁,드라이 플라워,"드라마/감동, 음악중심/주크박스",1
280,박정윤,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
281,이아영,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
282,안정현,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
283,유현주,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
284,박희민,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
285,최현진,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
286,김혜경,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
287,임경원,"제1회 서울시 청년뮤지컬 페스티벌, 소월",드라마/감동,1
288,서의철,"제1회 서울시 청년뮤지컬 페스티벌, 소월",드라마/감동,1
289,김선직,"제1회 서울시 청년뮤지컬 페스티벌, 소월",드라마/감동,1
290,우다현,"제1회 서울시 청년뮤지컬 페스티벌, 소월",드라마/감동,1
291,김청,"제1회 서울시 청년뮤지컬 페스티벌, 소월",드라마/감동,1
292,조훈,브람스,음악중심/주크박스,1
293,김수용,브람스,음악중심/주크박스,1
294,박혜민,브람스,음악중심/주크박스,1
295,김담현,브람스,음악중심/주크박스,1
296,김현주,내친구 북극곰 발루,코미디/유머,1
297,문창주,내친구 북극곰 발루,코미디/유머,1
298,신온주,내친구 북극곰 발루,코미디/유머,1
299,조소연,내친구 북극곰 발루,코미디/유머,1
300,정성현,내친구 북극곰 발루,코미디/유머,1
301,조범준,싯다르타,드라마/감동,1
302,박규연,싯다르타,드라마/감동,1
303,최수형,싯다르타,드라마/감동,1
304,이지현,싯다르타,드라마/감동,1
305,박태성,싯다르타,드라마/감동,1
306,박세웅,싯다르타,드라마/감동,1
307,김지강,싯다르타,드라마/감동,1
308,박정원,랭보,드라마/감동,1
309,손유동,랭보,드라마/감동,1
310,박준휘,랭보,드라마/감동,1
311,김리현,랭보,드라마/감동,1
312,김재범,랭보,드라마/감동,1
313,김종구,랭보,드라마/감동,1
314,김경수,랭보,드라마/감동,1
315,정성화,"15주년 기념공연, 영웅",음악중심/주크박스,1
316,양준모,"15주년 기념공연, 영웅",음악중심/주크박스,1
317,민우혁,"15주년 기념공연, 영웅",음악중심/주크박스,1
318,서영주,"15주년 기념공연, 영웅",음악중심/주크박스,1
319,이정열,"15주년 기념공연, 영웅",음악중심/주크박스,1
320,정재은,"15주년 기념공연, 영웅",음악중심/주크박스,1
321,김진수,"15주년 기념공연, 영웅",음악중심/주크박스,1
322,김다솔,틀려도 괜찮아,드라마/감동,1
323,송주리,틀려도 괜찮아,드라마/감동,1
324,전승우,틀려도 괜찮아,드라마/감동,1
325,서가영,틀려도 괜찮아,드라마/감동,1
326,고지은,틀려도 괜찮아,드라마/감동,1
327,정민,틀려도 괜찮아,드라마/감동,1
328,구윤희,틀려도 괜찮아,드라마/감동,1
329,정사윤,빈센트 반 고흐,드라마/감동,1
330,김경수,빈센트 반 고흐,드라마/감동,1
331,박유덕,빈센트 반 고흐,드라마/감동,1
332,홍승안,빈센트 반 고흐,드라마/감동,1
333,황민수,빈센트 반 고흐,드라마/감동,1
334,박좌헌,빈센트 반 고흐,드라마/감동,1
335,김기택,빈센트 반 고흐,드라마/감동,1
336,안상태,트리아웃,"드라마/감동, 코미디/유머",1
337,안일권,트리아웃,"드라마/감동, 코미디/유머",1
338,김동규,트리아웃,"드라마/감동, 코미디/유머",1
339,박혜련,트리아웃,"드라마/감동, 코미디/유머",1
340,이규석,트리아웃,"드라마/감동, 코미디/유머",1
341,오미준,트리아웃,"드라마/감동, 코미디/유머",1
342,임예빈,트리아웃,"드라마/감동, 코미디/유머",1
343,김다솔,틀려도 괜찮아,드라마/감동,1
344,송주리,틀려도 괜찮아,드라마/감동,1
345,전승우,틀려도 괜찮아,드라마/감동,1
346,서가영,틀려도 괜찮아,드라마/감동,1
347,고지은,틀려도 괜찮아,드라마/감동,1
348,정민,틀려도 괜찮아,드라마/감동,1
349,구윤희,틀려도 괜찮아,드라마/감동,1
350,이준서,"베베핀, 우당탕탕 패밀리","코미디/유머, 음악중심/주크박스",1
351,김유정,"베베핀, 우당탕탕 패밀리","코미디/유머, 음악중심/주크박스",1
352,박소은,"베베핀, 우당탕탕 패밀리","코미디/유머, 음악중심/주크박스",1
353,채다린,"베베핀, 우당탕탕 패밀리","코미디/유머, 음악중심/주크박스",1
354,김성학,"베베핀, 우당탕탕 패밀리","코미디/유머, 음악중심/주크박스",1
355,이미현,"베베핀, 우당탕탕 패밀리","코미디/유머, 음악중심/주크박스",1
356,채희원,"베베핀, 우당탕탕 패밀리","코미디/유머, 음악중심/주크박스",1
357,이준서,"베베핀, 우당탕탕 패밀리",코미디/유머,1
358,김유정,"베베핀, 우당탕탕 패밀리",코미디/유머,1
359,박소은,"베베핀, 우당탕탕 패밀리",코미디/유머,1
360,채다린,"베베핀, 우당탕탕 패밀리",코미디/유머,1
361,김성학,"베베핀, 우당탕탕 패밀리",코미디/유머,1
362,채희원,"베베핀, 우당탕탕 패밀리",코미디/유머,1
363,김근형,"베베핀, 우당탕탕 패밀리",코미디/유머,1
364,이준서,"베베핀, 우당탕탕 패밀리",코미디/유머,1
365,김유정,"베베핀, 우당탕탕 패밀리",코미디/유머,1
366,박소은,"베베핀, 우당탕탕 패밀리",코미디/유머,1
367,채다린,"베베핀, 우당탕탕 패밀리",코미디/유머,1
368,김성학,"베베핀, 우당탕탕 패밀리",코미디/유머,1
369,이미현,"베베핀, 우당탕탕 패밀리",코미디/유머,1
370,채희원,"베베핀, 우당탕탕 패밀리",코미디/유머,1
371,이준서,"베베핀, 우당탕탕 패밀리","코미디/유머, 음악중심/주크박스",1
372,김유정,"베베핀, 우당탕탕 패밀리","코미디/유머, 음악중심/주크박스",1
373,박소은,"베베핀, 우당탕탕 패밀리","코미디/유머, 음악중심/주크박스",1
374,채다린,"베베핀, 우당탕탕 패밀리","코미디/유머, 음악중심/주크박스",1
375,김성학,"베베핀, 우당탕탕 패밀리","코미디/유머, 음악중심/주크박스",1
376,이미현,"베베핀, 우당탕탕 패밀리","코미디/유머, 음악중심/주크박스",1
377,채희원,"베베핀, 우당탕탕 패밀리","코미디/유머, 음악중심/주크박스",1
378,오혜미,아기 오리의 모험,판타지/어드벤처,1
379,정효진,아기 오리의 모험,판타지/어드벤처,1
380,박용희,아기 오리의 모험,판타지/어드벤처,1
381,감창선,아기 오리의 모험,판타지/어드벤처,1
382,김린,1025 일공이오,드라마/감동,1
383,이지형,1025 일공이오,드라마/감동,1
384,오선혜,1025 일공이오,드라마/감동,1
385,권민지,1025 일공이오,드라마/감동,1
386,이하연,1025 일공이오,드라마/감동,1
387,최아라,1025 일공이오,드라마/감동,1
388,이다빈,1025 일공이오,드라마/감동,1
389,강영하,"마침내, 독립",드라마/감동,1
390,길하윤,"마침내, 독립",드라마/감동,1
391,김정익,"마침내, 독립",드라마/감동,1
392,김진영,"마침내, 독립",드라마/감동,1
393,김혜원,"마침내, 독립",드라마/감동,1
394,박가영,"마침내, 독립",드라마/감동,1
395,송동욱,"마침내, 독립",드라마/감동,1
396,이정주,알라딘과 요술램프,판타지/어드벤처,1
397,서가영,알라딘과 요술램프,판타지/어드벤처,1
398,송주리,알라딘과 요술램프,판타지/어드벤처,1
399,김다솔,알라딘과 요술램프,판타지/어드벤처,1
400,전승우,알라딘과 요술램프,판타지/어드벤처,1
401,고승미,알라딘과 요술램프,판타지/어드벤처,1
402,김혜은,알라딘과 요술램프,판타지/어드벤처,1
403,박정윤,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
404,이아영,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
405,안정현,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
406,유현주,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
407,박희민,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
408,최현진,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
409,김혜경,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
410,이제현,리턴,"드라마/감동, 코미디/유머",1
411,신지애,리턴,"드라마/감동, 코미디/유머",1
412,황규진,리턴,"드라마/감동, 코미디/유머",1
413,이상희,울프,판타지/어드벤처,1
414,신하진,울프,판타지/어드벤처,1
415,이빛나,울프,판타지/어드벤처,1
416,한다희,울프,판타지/어드벤처,1
417,김부경,울프,판타지/어드벤처,1
418,전소담,울프,판타지/어드벤처,1
419,황보성,울프,판타지/어드벤처,1
420,박정윤,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
421,이아영,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
422,안정현,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
423,유현주,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
424,박희민,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
425,최현진,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
426,김혜경,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,1
427,정재환,쓰릴 미,"코미디/유머, 액션/스릴러",1
428,박상혁,쓰릴 미,"코미디/유머, 액션/스릴러",1
429,정지우,쓰릴 미,"코미디/유머, 액션/스릴러",1
430,황휘,쓰릴 미,"코미디/유머, 액션/스릴러",1
431,반정모,쓰릴 미,"코미디/유머, 액션/스릴러",1
432,장윤석,쓰릴 미,"코미디/유머, 액션/스릴러",1
433,박세연,목 짧은 기린 지피,코미디/유머,1
434,백지연,목 짧은 기린 지피,코미디/유머,1
435,조영환,목 짧은 기린 지피,코미디/유머,1
436,정재헌,목 짧은 기린 지피,코미디/유머,1
437,오경미,목 짧은 기린 지피,코미디/유머,1
438,곽은혜,목 짧은 기린 지피,코미디/유머,1
439,장석준,목 짧은 기린 지피,코미디/유머,1
